code,display
305.33,"ABUSO DI ALLUCINOGENI,IN REMISSIONE"
305.4,ABUSO DI BARBITURICI E DI SEDATIVI O IPNOTICI AD EFFETTO SIMILARE
305.40,"ABUSO DI BARBITURICI E DI SEDATIVI O IPNOTICI AD EFFETTO SIMILARE,NON SPECIFICATO"
305.41,"ABUSO DI BARBITURICI E DI SEDATIVI O IPNOTICI AD EFFETTO SIMILARE,"
305.42,"ABUSO DI BARBITURICI E DI SEDATIVI O IPNOTICI AD EFFETTO SIMILARE,"
305.43,"ABUSO DI BARBITURICI E DI SEDATIVI O IPNOTICI AD EFFETTO SIMILARE,IN REMISSIONE"
305.5,ABUSO DI OPPIOIDI
305.50,"ABUSO DI OPPIOIDI,NON SPECIFICATO"
305.51,"ABUSO DI OPPIOIDI,CONTINUO"
305.52,"ABUSO DI OPPIOIDI,EPISODICO"
305.53,"ABUSO DI OPPIOIDI,IN REMISSIONE"
305.6,ABUSO DI COCAINA
305.60,"ABUSO DI COCAINA,NON SPECIFICATO"
305.61,"ABUSO DI COCAINA,CONTINUO"
305.62,"ABUSO DI COCAINA,EPISODICO"
305.63,"ABUSO DI COCAINA,IN REMISSIONE"
305.7,ABUSO DI AMFETAMINA O DI SIMPATICOMIMETICI AD AZIONE SIMILE
305.70,"ABUSO DI AMFETAMINA O DI SIMPATICOMIMETICI AD AZIONE SIMILE, CONTINUO"
305.71,"ABUSO DI AMFETAMINA O DI SIMPATICOMIMETICI AD AZIONE SIMILE, NON CONTINUO"
305.72,"ABUSO DI AMFETAMINA O DI SIMPATICOMIMETICI AD AZIONE SIMILE, EPISODICO"
305.73,"ABUSO DI AMFETAMINA O DI SIMPATICOMIMETICI AD AZIONE SIMILE, IN REMISSIONE"
305.8,ABUSO DI ANTIDEPRESSIVI
305.80,"ABUSO DI ANTIDEPRESSIVI,NON CONTINUO"
305.81,"ABUSO DI ANTIDEPRESSIVI,CONTINUO"
305.82,"ABUSO DI ANTIDEPRESSIVI,EPISODICO"
305.83,"ABUSO DI ANTIDEPRESSIVI,IN REMISSIONE"
305.9,"ALTRI ABUSI, MISTI O NON SPECIFICATI"
305.90,"ALTRI ABUSI,MISTI O NON SPECIFICATI,NON SPECIFICATO"
305.91,"ALTRI ABUSI,MISTI O NON SPECIFICATI,CONTINUO"
305.92,"ALTRI ABUSI,MISTI O NON SPECIFICATI,EPISODICO"
305.93,"ALTRI ABUSI,MISTI O NON SPECIFICATI,IN REMISSIONE"
306,DISFUNZIONI FISICHE ORIGINATE DA FATTORI PSICHICI
306.0,DISFUNZIONI OSTEOMUSCOLARI
306.1,DISFUNZIONI RESPIRATORIE
306.2,DISFUNZIONI CARDIOVASCOLARI
306.3,DISTURBI CUTANEI
306.4,DISFUNZIONI GASTROINTESTINALI
306.5,DISFUNZIONI GENITOURINARIE
306.50,DISFUNZIONE GENITOURINARIA
306.51,VAGINISMO PSICOGENO
306.52,DISMENORREA PSICOGENA
306.53,DISURIA PSICOGENA
306.59,ALTRE MANIFESTAZIONI GENITOURINARIE
306.6,DISFUNZIONI ENDOCRINE
306.7,DISFUNZIONI A CARICO DI ORGANI DI SENSO
306.8,ALTRE DISFUNZIONI PSICOFISIOLOGICHE
306.9,DISFUNZIONI PSICOFISIOLOGICHE NON SPECIFICATE
307,SINTOMI O SINDROMI SPECIALI NON CLASSIFICATI ALTROVE
307.0,TARTAGLIAMENTO
307.1,ANORESSIA NERVOSA
307.2,TICS
307.20,"DISTURBO A TIPO TIC,NON SPECIFICATO"
307.21,DISTURBO A TIPO TIC TRANSITORIO
307.22,DISTURBO A TIPO TIC CRONICO MOTORIO O VOCALE
307.23,SINDROME DI TOURETTE
307.3,DISTURBO DA MOVIMENTI STEREOTIPATI
307.4,DISTURBI SPECIFICI DEL SONNO DI ORIGINE NON ORGANICA
307.40,"DISTURBO DEL SONNO NON ORGANICO,NON SPECIFICATO"
307.41,DIFFICOLT@ TRANSITORIE AD INIZIARE O A MANTENERE IL SONNO
307.42,DIFFICOLT@ PERSISTENTI AD INIZIARE O A MANTENERE IL SONNO
307.43,DIFFICOLT@ TRANSITORIE AD INIZIARE O A MANTENERE LO STATO DI VEGLIA
307.44,DIFFICOLT@ PERSISTENTI AD INIZIARE O A MANTENERE LO STATO DI VEGLIA
307.45,DISTURBO DEL RITMO CIRCADIANO DEL SONNO DI ORIGINE NON ORGANICA
307.46,DISTURBO DA RISVEGLIO NEL SONNO
307.47,ALTRE DISFUNZIONI DELLE FASI DEL SONNO O DEL RISVEGLIO DAL SONNO
307.48,INTRUSIONI RIPETITIVE DI SONNO
307.49,DISTURBI SPECIFICI DEL SONNO ALTRE
307.5,ALTRI E NON SPECIFICATI DISTURBI DELL'ALIMENTAZIONE
307.50,"DISTURBO DELL'ALIMENTAZIONE,NON SPECIFICATO"
307.51,BULIMIA NERVOSA
307.52,PICA
307.53,DISTURBO DA RUMINAZIONE
307.54,VOMITO PSICOGENO
307.59,ALTRI DISTURBI DELL'ALIMENTAZIONE
307.6,ENURESI
307.7,ENCOPRESI
307.8,PSICALGIA
307.80,"DOLORE PSICOGENO,A SEDE NON SPECIFICATA"
307.81,CEFALEA DA TENSIONE
307.89,ALTRI DISTURBI DA DOLORE
307.9,"ALTRI E NON SPECIFICATI SINTOMI O SINDROMI SPECIALI,NON CLASSIFICATI ALTROVE"
308,REAZIONE ACUTA ALLO STRESS
308.0,DISTURBI PREDOMINANTI DELL'EMOTIVIT@
308.1,DISTURBI PREDOMINANTI DELLA COSCIENZA
308.2,DISTURBI PREDOMINANTI DELLA SFERA PSICOMOTORIA
308.3,ALTRE REAZIONI ACUTE ALLO STRESS
308.4,DISTURBI MISTI QUALI REAZIONI ALLO STRESS
308.9,REAZIONI ACUTE ALLO STRESS NON SPECIFICATE
309,REAZIONE DI ADATTAMENTO
309.0,DISTURBO DELL'ADATTAMENTO CON UMORE DEPRESSO
309.1,REAZIONE DEPRESSIVA PROLUNGATA
309.2,CON DISTURBI PREDOMINANTI DI ALTRE EMOZIONI
309.21,SINDROME ANSIOSA DA SEPARAZIONE
309.22,DISTURBO DELL'EMANCIPAZIONE DELL'ADOLESCENZA E DELLA PRIMA VITA ADULTA
309.23,INIBIZIONE SCOLASTICA O LAVORATIVA SPECIFICA
309.24,DISTURBO DELL'ADATTAMENTO CON ANSIA
309.28,DISTURBO DELL'ADATTAMENTO CON ANSIA E UMORE DEPRESSO
309.29,ALTRE REAZIONI DI DISTURBO DELL ADATTAMENTO
309.3,DISTURBO DELL'ADATTAMENTO CON DISTURBI DELLA CONDOTTA
309.4,DISTURBO DELL'ADATTAMENTO CON DISTURBI MISTI DELL'EMOTIVIT@ E DELLA CONDOTTA
309.8,ALTRE REAZIONI DI ADATTAMENTO SPECIFICATE
309.81,DISTURBO POST-TRAUMATICO DA STRESS
309.82,REAZIONE DI ADATTAMENTO CON SINTOMI SOMATICI
309.83,REAZIONE DI ADATTAMENTO CON CHIUSURA
309.89,"REAZIONE DI ADATTAMENTO,ALTRE REAZIONI"
309.9,REAZIONE DI ADATTAMENTO NON SPECIFICATA
310,DISTURBI PSICHICI SPECIFICI NON PSICOTICI DOVUTI A DANNO CEREBRALE ORGANICO
310.0,SINDROME DEL LOBO FRONTALE
310.1,CAMBIAMENTO DI PERSONALIT@ DOVUTO A MANIFESTAZIONI CLASSIFICATE ALTROVE
310.2,SINDROME POST-COMMOTIVA
310.8,ALTRI DISTURBI NON PSICOTICI SPECIFICATI SUCCESSIVI A DANNO ORGANICO CEREBRALE
310.9,DISTURBI NON PSICOTICI NON SPECIFICATI SUCCESSIVI A DANNO ORGANICO CEREBRALE
311,"DISTURBO DEPRESSIVO,NON CLASSIFICATO ALTROVE"
312,"DISTURBI DELLA CONDOTTA, NON CLASSIFICATI ALTROVE"
312.0,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE, TIPO AGGRESSIVO"
312.00,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE,TIPO AGGRESSIVO,NON SPECIFICATO"
312.01,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE,TIPO AGGRESSIVO,LIEVE"
312.02,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE,TIPO AGGRESSIVO,MODERATO"
312.03,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE,TIPO AGGRESSIVO,GRAVE"
312.1,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE, TIPO NON AGGRESSIVO"
312.10,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE,TIPO NON AGGRESSIVO,NON SPECIFICATO"
312.11,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE,TIPO NON AGGRESSIVO,LIEVE"
312.12,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE,TIPO NON AGGRESSIVO,MODERATO"
312.13,"DISTURBO DELLA CONDOTTA CON RIDOTTA SOCIALIZZAZIONE,TIPO NON AGGRESSIVO,GRAVE"
312.2,DISTURBO DELLA CONDOTTA CON SOCIALIZZAZIONE NORMALE
312.20,"DISTURBO DELLA CONDOTTA CON SOCIALIZZAZIONE NORMALE,NON SPECIFICATO"
312.21,"DISTURBO DELLA CONDOTTA CON SOCIALIZZAZIONE NORMALE,LIEVE"
312.22,"DISTURBO DELLA CONDOTTA CON SOCIALIZZAZIONE NORMALE,MODERATO"
312.23,"DISTURBO DELLA CONDOTTA CON SOCIALIZZAZIONE NORMALE,GRAVE"
312.3,"DISTURBI DEL CONTROLLO DEGLI IMPULSI, NON CLASSIFICATI ALTROVE"
312.30,"DISTURBO DEL CONTROLLO DEGLI IMPULSI,NON SPECIFICATO"
312.31,GIOCO D'AZZARDO PATOLOGICO
312.32,CLEPTOMANIA
312.33,PIROMANIA
312.34,DISTURBO ESPLOSIVO INTERMITTENTE
312.35,DISTURBO ESPLOSIVO ISOLATO
312.39,ALTRI DISTURBI
312.4,DISTURBI MISTI DELLA CONDOTTA E DELLE EMOZIONI
312.8,"ALTRI DISTURBI SPECIFICI DELLA CONDOTTA, NON CLASSIFICATI ALTROVE"
312.81,"DISTURBO DELLA CONDOTTA,CON ESORDIO NELL'INFANZIA"
312.82,"DISTURBO DELLA CONDOTTA,CON ESORDIO NELL'ADOLESCENZA"
312.89,ALTRI DISTURBI DELLA CONDOTTA
312.9,DISTURBO DELLA CONDOTTA NON SPECIFICATO
313,DISTURBO DELLE EMOZIONI SPECIFICO DELL'INFANZIA E DELL'ADOLESCENZA
313.0,DISTURBO IPERANSIOSO
313.1,DISTURBO CON SENSAZIONI DI TRISTEZZA E DI INFELICIT@
313.2,"IPERSENSIBILIT@, TIMIDEZZA E ISOLAMENTO SOCIALE"
313.21,TIMIDEZZA DELL'INFANZIA
313.22,INTROVERSIONE DELL'INFANZIA
313.23,MUTISMO SELETTIVO
313.3,PROBLEMI RELAZIONALI
313.8,DISTURBI DELLE EMOZIONI DI ALTRO TIPO E MISTI DELL'INFANZIA O DELL'ADOLESCENZA
313.81,DISTURBO OPPOSITIVO-PROVOCATORIO
313.82,DISTURBO DELL'IDENTIT@
313.83,DISTURBO DA SCARSO RENDIMENTO SCOLASTICO
313.89,ALTRO DISTURBO
313.9,DISTURBI DELLE EMOZIONI NON SPECIFICI DELL'INFANZIA O DELL'ADOLESCENZA
314,SINDROME IPERCINETICA DELL'INFANZIA
314.0,DISTURBO DA DEFICIT DELL'ATTENZIONE
314.00,SENZA IPERATTIVIT@ RIFERITA
314.01,CON IPERATTIVIT@
314.1,IPERCINESIA CON RITARDO DELLO SVILUPPO
314.2,DISTURBO IPERCINETICO DELLA CONDOTTA
314.8,ALTRE MANIFESTAZIONI SPECIFICATE DELLA SINDROME IPERCINETICA
314.9,SINDROME IPERCINETICA NON SPECIFICATA
315,RITARDI SPECIFICI DELLO SVILUPPO
315.0,DISTURBO SPECIFICO DELLA LETTURA
315.00,"DISTURBO DELLA LETTURA,NON SPECIFICATO"
315.01,ALESSIA
315.02,DISLESSIA DELLO SVILUPPO
315.09,ALTRI DISTURBI
315.1,DISTURBO DELLE ABILIT@ MATEMATICHE
315.2,ALTRE DIFFICOLT@ SPECIFICHE DELL'APPRENDIMENTO
315.3,DISTURBI EVOLUTIVI DELL'ELOQUIO O DEL LINGUAGGIO
315.31,DISTURBO DEL LINGUAGGIO ESPRESSIVO
315.32,DISTURBO MISTO DEL LINGUAGGIO ESPRESSIVO E DELLA COMPRENSIONE
315.39,ALTRI DISTURBI
315.4,DISTURBO DI SVILUPPO DELLA COORDINAZIONE
315.5,DISTURBI MISTI DELLO SVILUPPO
315.8,ALTRI RITARDI SPECIFICATI DELLO SVILUPPO
315.9,RITARDO NON SPECIFICATO DELLO SVILUPPO
316,FATTORI PSICHICI ASSOCIATI A MALATTIE CLASSIFICATE ALTROVE
317,RITARDO MENTALE LIEVE
318,ALTRI RITARDI MENTALI SPECIFICATI
318.0,RITARDO MENTALE DI MEDIA GRAVIT@
318.1,RITARDO MENTALE GRAVE
318.2,RITARDO MENTALE PROFONDO
319,RITARDO MENTALE NON SPECIFICATO
320,MENINGITE BATTERICA
320.0,MENINGITE DA HAEMOPHILUS
320.1,MENINGITE PNEUMOCOCCICA
320.2,MENINGITE STREPTOCOCCICA
320.3,MENINGITE STAFILOCOCCICA
320.7,MENINGITE IN ALTRE MALATTIE BATTERICHE CLASSIFICATE ALTROVE
320.8,MENINGITE DA ALTRI BATTERI SPECIFICATI
320.81,MENINGITE ANAEROBICA
320.82,"MENINGITE DA ALTRI BATTERI GRAM-NEGATIVI,NON ALTRIMENTI CLASSIFICATA"
320.89,MENINGITE DA ALTRI BATTERI SPECIFICATI
320.9,MENINGITE DA BATTERI NON SPECIFICATI
321,MENINGITE DA ALTRI MICRORGANISMI
321.0,MENINGITE CRIPTOCOCCICA
321.1,MENINGITE IN ALTRE INFEZIONI FUNGINE
321.2,MENINGITI DA VIRUS NON ALTRIMENTI CLASSIFICATI
321.3,MENINGITI DA TRIPANOSOMIASI
321.4,MENINGITI IN SARCOIDOSI
321.8,MENINGITI DA ALTRI ORGANISMI NON BATTERICI CLASSIFICATI ALTROVE
322,MENINGITE DA CAUSA NON SPECIFICATA
322.0,MENINGITE NON PURULENTA
322.1,MENINGITE EOSINOFILA
322.2,MENINGITE CRONICA
322.9,"MENINGITE,NON SPECIFICATA"
323,"ENCEFALITE, MIELITE, ED ENCEFALOMIELITE"
323.0,ENCEFALITE IN MALATTIE VIRALI CLASSIFICATE ALTROVE
323.01,ENCEFALITE ED ENCEFALOMIELITE IN MALATTIE VIRALI CLASSIFICATE ALTROVE
323.02,MIELITE IN MALATTIE VIRALI CLASSIFICATE ALTROVE
323.1,"ENCEFALITE,MIELITE ED ENCEFALOMIELITE IN MALATTIE DA RICKETTSIE CLASSIFICATE ALTROVE"
323.2,"ENCEFALITE,MIELITE ED ENCEFALOMIELITE IN MALATTIE DA PROTOZOI CLASSIFICATE ALTROVE"
323.4,ALTRE ENCEFALITI DA INFEZIONI CLASSIFICATE ALTROVE
323.41,ALTRE ENCEFALITI E ENCEFALOMIELITI DA INFEZIONI CLASSIFICATE ALTROVE
323.42,ALTRE MIELITI DA INFEZIONI CLASSIFICATE ALTROVE
323.5,ENCEFALITE POST VACCINICA
323.51,ENCEFALITI ED ENCEFALOMIELITI SUCCESSIVE A PROCEDURE DI IMMUNIZZAZIONE
323.52,MIELITI SUCCESSIVE A PROCEDURE DI IMMUNIZZAZIONE
323.6,ENCEFALITE POSTINFETTIVA
323.61,ENCEFALOMIELITE ACUTA DISSEMINATA INFETTIVA (ADEM)
323.62,ALTRE ENCEFALITI ED ENCEFALOMIELITI POST-INFETTIVE
323.63,MIELITE POST-INFETTIVA
323.7,ENCEFALITE TOSSICA
323.71,ENCEFALITE ED ENCEFALOMIELITE TOSSICHE
323.72,MIELITE TOSSICA
323.8,ALTRE CAUSE DI ENCEFALITE
323.81,ALTRE CAUSE DI ENCEFALITE ED ENCEFALOMIELITE
323.82,ALTRE CAUSE DI MIELITE
323.9,"CAUSE NON SPECIFICATE DI ENCEFALITE,MIELITE ED ENCEFALOMIELITE"
324,ASCESSO INTRACRANICO ED INTRARACHIDEO
324.0,ASCESSO INTRACRANICO
324.1,ASCESSO INTRARACHIDEO
324.9,ASCESSO INTRACRANICO ED INTRARACHIDEO DI SEDE NON SPECIFICATA
325,FLEBITE E TROMBOFLEBITE DEI SENI VENOSI INTRACRANICI
326,POSTUMI DI ASCESSO INTRACRANICO O DI INFEZIONE DA PIOGENI
327,DISTURBI ORGANICI DEL SONNO
327.0,DISTURBI ORGANICI DELL INDUZIONE E DEL MANTENIMENTO DEL SONNO [INSONNIA ORGANICA]
327.00,INSONNIA ORGANICA NON SPECIFICATA
327.01,INSONNIA DOVUTA A CONDIZIONI MEDICHE CLASSIFICATE ALTROVE
327.02,INSONNIA DOVUTA A DISTURBI PSICHICI
327.09,ALTRE INSONNIE ORGANICHE
327.1,DISTURBI ORGANICI DA ECCESSIVA SONNOLENZA [IPERSONNIA ORGANICA]
327.10,IPERSONNIA ORGANICA NON SPECIFICATA
327.11,IPERSONNIA IDIOPATICA CON EPISODI DI SONNO PROLUNGATO
327.12,IPERSONNIA IDIOPATICA SENZA EPISODI DI SONNO PROLUNGATO
327.13,IPERSONNIA RICORRENTE
327.14,IPERSONNIA DOVUTA A MANIFESTAZIONI MEDICHE CLASSIFICATE ALTROVE
327.15,IPERSONNIA DOVUTA A DISTURBI PSICHICI
327.19,ALTRE IPERSONNIE ORGANICHE
327.2,APNEA NEL SONNO DI TIPO ORGANICO
327.20,APNEA NEL SONNO DI TIPO ORGANICO NON SPECIFICATA
327.21,APNEA NEL SONNO PRIMARIA CENTRALE
327.22,RESPIRO PERIODICO DA ELEVATE ALTITUDINI
327.23,APNEA OSTRUTTIVA NEL SONNO (DELL'ADULTO) (PEDIATRICA)
327.24,APNEA IDIOPATICA CORRELATA A IPOVENTILAZIONE ALVEOLARE NON OSTRUTTIVA
327.25,SINDROME CONGENITA DA IPOVENTILAZIONE ALVEOLARE CENTRALE
327.26,IPOVENTILAZIONE/IPOSSIEMIA CORRELATE AL SONNO IN MALATTIE CLASSIFICABILI ALTROVE
327.27,APNEA DEL SONNO DI TIPO CENTRALE IN MALATTIE CLASSIFICABILI ALTROVE
327.29,ALTRE APNEE NEL SONNO ORGANICHE
327.3,DISTURBI DEL RITMO CIRCADIANO DEL SONNO
327.30,DISTURBO NON SPECIFICATO DEL RITMO CIRCADIANO DEL SONNO
327.31,"DISTURBO DEL RITMO CIRCADIANO DEL SONNO, TIPO A FASE DI SONNO RITARDATA"
327.32,"DISTURBO DEL RITMO CIRCADIANO DEL SONNO, TIPO A FASE DI SONNO AVANZATA"
327.33,"DISTURBO DEL RITMO CIRCADIANO DEL SONNO, TIPO A IRREGOLARE PATTERN SONNO VEGLIA"
327.34,"DISTURBO DEL RITMO CIRCADIANO DEL SONNO, TIPO A RITMO SONNO-VEGLIA DIVERSO DA 24 ORE"
327.35,"DISTURBO DEL RITMO CIRCADIANO DEL SONNO, TIPO JET LAG"
327.36,"DISTURBO DEL RITMO CIRCADIANO DEL SONNO, TIPO DA TURNI LAVORATIVI"
327.37,DISTURBO DEL RITMO CIRCADIANO DEL SONNO IN MALATTIE CLASSIFICATE ALTROVE
327.39,ALTRO DISTURBO DEL RITMO CIRCADIANO DEL SONNO
327.4,PARASONNIA ORGANICA
327.40,PARASONNIA ORGANICA NON SPECIFICATA
327.41,RISVEGLI CONFUSIONALI
327.42,DISORDINI COMPORTAMENTALI IN FASE REM
327.43,PARALISI RICORRENTE ISOLATA NEL SONNO
327.44,PARASONNIE IN MALATTIE CLASSIFICATE ALTROVE
327.49,ALTRE PARASONNIE ORGANICHE
327.5,DISTURBI ORGANICI DEL MOVIMENTO CORRELATI AL SONNO
327.51,DISTURBO DA MOVIMENTI PERIODICI DEGLI ARTI
327.52,CRAMPI ALLE GAMBE CORRELATI AL SONNO
327.53,BRUXISMO CORRELATO AL SONNO
327.59,ALTRI DISTURBI ORGANICI DEL MOVIMENTO CORRELATI AL SONNO
327.8,ALTRI DISTURBI ORGANICI DEL SONNO
330,DEGENERAZIONI CEREBRALI CHE SI MANIFESTANO ABITUALMENTE NELL'INFANZIA
330.0,LEUCODISTROFIA
330.1,LIPIDOSI CEREBRALI
330.2,DEGENERAZIONI CEREBRALI IN LIPIDOSI GENERALIZZATA
330.3,DEGENERAZIONE CEREBRALE DELL'INFANZIA IN ALTRE MALATTIE CLASSIFICATE ALTROVE
330.8,ALTRE DEGENERAZIONI SPECIFICATE CEREBRALI DELL'INFANZIA
330.9,DEGENERAZIONI CEREBRALI DELL'INFANZIA NON SPECIFICATE
331,ALTRE DEGENERAZIONI CEREBRALI
331.0,MALATTIA DI ALZHEIMER
331.1,MALATTIA DI PICK
331.11,MALATTIA DI PICK
331.19,ALTRE DEMENZE FRONTOTEMPORALI
331.2,DEGENERAZIONE SENILE DELL'ENCEFALO
331.3,IDROCEFALO COMUNICANTE
331.4,IDROCEFALO OSTRUTTIVO
331.7,DEGENERAZIONE CEREBRALE IN MALATTIE CLASSIFICATE ALTROVE
331.8,ALTRE DEGENERAZIONI CEREBRALI
331.81,SINDROME DI REYE
331.82,DEMENZA CON CORPI DI LEWY
331.83,"ALTERAZIONE COGNITIVA LIEVE, SPECIFICATA COME TALE"
331.89,ALTRE DEGENERAZIONI CEREBRALI
331.9,"DEGENERAZIONE CEREBRALE,NON SPECIFICATA"
332,MORBO DI PARKINSON
332.0,PARALISI AGITANTE
332.1,PARKINSONISMO SECONDARIO
333,ALTRE MALATTIE EXTRAPIRAMIDALI E ALTRI DISTURBI DEL MOVIMENTO
333.0,ALTRE MALATTIE DEGENERATIVE DEI NUCLEI DELLA BASE
333.1,TREMORE ESSENZIALE ED ALTRE FORME SPECIFICATE DI TREMORE
333.2,MIOCLONO
333.3,TIC DI ORIGINE ORGANICA
333.4,COREA DI HUNTINGTON
333.5,ALTRE FORME DI COREA
333.6,DISTONIA DI TORSIONE GENETICA
333.7,DISTONIA DI TORSIONE SINTOMATICA
333.71,PARALISI ATETOIDE CEREBRALE
333.72,DISTONIA ACUTA DOVUTA A FARMACI
333.79,ALTRE DISTONIE DI TORSIONE ACQUISITE
333.8,DISTONIA DI TORSIONE FRAMMENTARIA
333.81,BLEFAROSPASMO
333.82,DISCINESIA OROFACCIALE
333.83,TORCICOLLO SPASTICO
333.84,CRAMPO DELLO SCRIVANO SU BASE ORGANICA
333.85,DISCINESIA SUBACUTA DOVUTA A FARMACI
333.89,ALTRE DISTONIE DA TORSIONE FRAMMENTARIE
333.9,ALTRE E NON SPECIFICATE MALATTIE EXTRAPIRAMIDALI E DISTURBI DEL MOVIMENTO
333.90,NON SPECIFICATE MALATTIE EXTRAPIRAMIDALI NON SPECIFICATE E DISTURBI DEL MOVIMENTO
333.91,SINDROME DELL'UOMO RIGIDO
333.92,SINDROME MALIGNA DA NEUROLETTICI
333.93,CRISI DI TREMORE BENIGNO
333.94,SINDROME DA GAMBE SENZA RIPOSO (RLS)
333.99,ALTRE MALATTIE EXTRAPIRAMIDALI E ALTRI DISTURBI DEL MOVIMENTO
334,MALATTIE SPINOCEREBELLARI
334.0,ATASSIA DI FRIEDREICH
334.1,PARAPLEGIA SPASTICA EREDITARIA
334.2,DEGENERAZIONE CEREBELLARE PRIMARIA
334.3,ALTRE ATASSIE CEREBELLARI
334.4,ATASSIA CEREBELLARE IN MALATTIE CLASSIFICATE ALTROVE
334.8,ALTRE MALATTIE SPINOCEREBELLARI
334.9,"MALATTIE SPINOCEREBELLARI,NON SPECIFICATE"
335,MALATTIE DELLE CELLULE DELLE CORNA ANTERIORI
335.0,MALATTIA DI WERDNIG-HOFFMANN
335.1,ATROFIA MUSCOLARE SPINALE
335.10,"ATROFIA MUSCOLARE SPINALE,NON SPECIFICATA"
335.11,MALATTIA DI KUGELBERG-WELANDER
335.19,ALTRE ATROFIE MUSCOLARI SPINALI
335.2,MALATTIA DEL MOTONEURONE
335.20,SCLEROSI LATERALE AMIOTROFICA
335.21,ATROFIA MUSCOLARE PROGRESSIVA
335.22,PARALISI BULBARE PROGRESSIVA
335.23,PARALISI PSEUDOBULBARE
335.24,SCLEROSI LATERALE PRIMARIA
335.29,ALTRE MALATTIE DEL MOTONEURONE
335.8,ALTRE MALATTIE DELLE CELLULE DELLE CORNA ANTERIORI
335.9,"MALATTIE DELLE CELLULE DELLE CORNA ANTERIORI,NON SPECIFICATE"
336,ALTRE MALATTIE DEL MIDOLLO SPINALE
336.0,SIRINGOMIELIA E SIRINGOBULBIA
336.1,MIELOPATIE VASCOLARI
336.2,DEGENERAZIONE COMBINATA SUBACUTA DEL MIDOLLO SPINALE IN MALATTIE CLASSIFICATE ALTROVE
336.3,MIELOPATIA IN ALTRE MALATTIE CLASSIFICATE ALTROVE
336.8,ALTRE MIELOPATIE
336.9,MALATTIE NON SPECIFICATE DEL MIDOLLO SPINALE
337,DISTURBI DEL SISTEMA NERVOSO AUTONOMO
337.0,NEUROPATIA PERIFERICA IDIOPATICA DEL SISTEMA NERVOSO AUTONOMO
337.1,NEUROPATIA PERIFERICA DEL SISTEMA NERVOSO AUTONOMO IN DISTURBI CLASSIFICATI ALTROVE
337.2,DISFUNZIONE RIFLESSA DEL SIMPATICO
337.20,"DISFUNZIONE RIFLESSA DEL SIMPATICO,NON SPECIFICATA"
337.21,"DISFUNZIONE RIFLESSA DEL SIMPATICO,DELL'ARTO SUPERIORE"
337.22,"DISFUNZIONE RIFLESSA DEL SIMPATICO,DELL'ARTO INFERIORE"
337.29,DISFUNZIONE RIFLESSA DEL SIMPATICO DI ALTRA SEDE SPECIFICATA
337.3,DISRIFLESSIA AUTONOMICA
337.9,DISTURBO NON SPECIFICATO DEL SISTEMA NERVOSO AUTONOMO
338,DOLORE NON CLASSIFICATO ALTROVE
338.0,SINDROME DA DOLORE CENTRALE
338.1,DOLORE ACUTO
338.11,DOLORE ACUTO DA TRAUMA
338.12,DOLORE ACUTO POST-TORACOTOMIA
338.18,ALTRI DOLORI ACUTI POST-OPERATORI
338.19,ALTRI DOLORI ACUTI
338.2,DOLORE CRONICO
338.21,DOLORE CRONICO DA TRAUMA
338.22,DOLORE CRONICO POST-TORACOTOMIA
338.28,ALTRO DOLORE CRONICO POST-OPERATORIO
338.29,ALTRO DOLORE CRONICO
338.3,DOLORE CORRELATO A NEOPLASIA (ACUTO) (CRONICO)
338.4,SINDROME DA DOLORE CRONICO
340,SCLEROSI MULTIPLA
341,ALTRE MALATTIE DEMIELINIZZANTI DEL SISTEMA NERVOSO CENTRALE
341.0,NEUROMIELITE OTTICA
341.1,MALATTIA DI SCHILDER
341.2,MIELITE ACUTA (TRASVERSA)
341.20,MIELITE ACUTA (TRASVERSA) SAI
341.21,MIELITE ACUTA (TRASVERSA) IN CONDIZIONI PATOLOGICHE CLASSIFICATE  ALTROVE
341.22,MIELITE TRAVERSA IDIOPATICA
341.8,ALTRE MALATTIE DEMIELINIZZANTI DEL SISTEMA NERVOSO CENTRALE
341.9,"MALATTIA DEMIELINIZZANTE DEL SISTEMA NERVOSO CENTRALE,NON SPECIFICATA"
342,EMIPLEGIA E EMIPARESI
342.0,EMIPLEGIA FLACCIDA
342.00,EMIPLEGIA FLACCIDA ED EMIPARESI A SEDE EMISFERICA NON SPECIFICATA
342.01,EMIPLEGIA FLACCIDA ED EMIPARESI DELL'EMISFERO DOMINANTE
342.02,EMIPLEGIA FLACCIDA ED EMIPARESI DELL'EMISFERO NON DOMINANTE
342.1,EMIPLEGIA SPASTICA
